enrollment_id,student_id,course_id,enrolled_date,completion_status,completion_date,progress_pct,rating
ENR00791,STU0168,CRS004,2023-11-19,Completed,2023-12-21,100,4.3
ENR00792,STU0168,CRS034,2023-11-21,Completed,2024-04-15,100,4.3
ENR00793,STU0168,CRS013,2023-06-14,In Progress,,30,
ENR00794,STU0168,CRS024,2023-11-14,Completed,2024-01-29,100,3.4
ENR00795,STU0168,CRS030,2023-06-03,In Progress,,39,
ENR00796,STU0168,CRS010,2024-01-13,In Progress,,55,
ENR00797,STU0169,CRS003,2023-05-12,In Progress,,22,
ENR00798,STU0169,CRS013,2024-07-12,In Progress,,7,
ENR00799,STU0169,CRS011,2023-07-25,In Progress,,8,
ENR00800,STU0169,CRS018,2023-11-04,In Progress,,11,
ENR00801,STU0169,CRS009,2022-08-04,Completed,2024-03-10,100,4.5
ENR00802,STU0169,CRS002,2024-09-23,In Progress,,74,
ENR00803,STU0169,CRS017,2023-03-20,In Progress,,11,
ENR00804,STU0170,CRS021,2024-06-12,In Progress,,95,
ENR00805,STU0170,CRS022,2023-07-18,Completed,2023-11-04,100,3.4
ENR00806,STU0171,CRS027,2024-06-07,In Progress,,60,
ENR00807,STU0171,CRS017,2024-04-28,In Progress,,18,
ENR00808,STU0171,CRS038,2024-11-16,In Progress,,39,
ENR00809,STU0171,CRS004,2023-08-23,In Progress,,84,
ENR00810,STU0171,CRS032,2024-03-20,Completed,2024-10-02,100,3.6
ENR00811,STU0171,CRS035,2023-11-20,In Progress,,30,
ENR00812,STU0171,CRS024,2024-08-19,Completed,2024-11-27,100,4.9
ENR00813,STU0171,CRS008,2024-05-22,Completed,2024-12-18,100,4.5
ENR00814,STU0172,CRS011,2022-11-30,Completed,2023-02-20,100,4.6
ENR00815,STU0172,CRS029,2024-02-21,In Progress,,42,
ENR00816,STU0172,CRS021,2023-02-06,In Progress,,89,
ENR00817,STU0172,CRS027,2024-03-28,Completed,2024-10-29,100,4.2
ENR00818,STU0173,CRS030,2024-06-19,In Progress,,80,
ENR00819,STU0173,CRS002,2024-09-07,In Progress,,14,
ENR00820,STU0173,CRS004,2024-08-21,In Progress,,83,
ENR00821,STU0173,CRS012,2024-11-18,In Progress,,40,
ENR00822,STU0173,CRS029,2024-10-19,In Progress,,17,
ENR00823,STU0173,CRS009,2024-08-02,In Progress,,41,
ENR00824,STU0174,CRS006,2024-09-05,In Progress,,73,
ENR00825,STU0174,CRS027,2024-06-02,In Progress,,71,
ENR00826,STU0174,CRS024,2024-11-04,Completed,2024-11-09,100,4.9
ENR00827,STU0174,CRS012,2024-08-03,In Progress,,21,
ENR00828,STU0175,CRS040,2024-09-01,Completed,2024-12-01,100,4.1
ENR00829,STU0175,CRS028,2024-10-25,In Progress,,28,
ENR00830,STU0175,CRS017,2024-02-21,In Progress,,34,
ENR00831,STU0175,CRS010,2024-12-02,In Progress,,16,
ENR00832,STU0175,CRS006,2024-02-29,In Progress,,36,
ENR00833,STU0175,CRS024,2024-06-17,Completed,2024-07-24,100,3.1
ENR00834,STU0175,CRS011,2024-03-15,In Progress,,31,
ENR00835,STU0176,CRS006,2024-10-27,In Progress,,76,
ENR00836,STU0176,CRS001,2024-05-17,Completed,2024-06-01,100,3.1
ENR00837,STU0176,CRS031,2024-08-27,In Progress,,77,
ENR00838,STU0176,CRS009,2024-10-27,In Progress,,5,
ENR00839,STU0176,CRS021,2024-07-02,In Progress,,48,
ENR00840,STU0176,CRS026,2024-08-08,In Progress,,16,
ENR00841,STU0176,CRS014,2024-05-09,In Progress,,33,
ENR00842,STU0176,CRS025,2024-09-04,In Progress,,43,
ENR00843,STU0177,CRS006,2024-06-06,Completed,2024-07-05,100,3.6
ENR00844,STU0177,CRS021,2024-08-13,In Progress,,35,
ENR00845,STU0177,CRS034,2024-06-03,Completed,2024-08-09,100,4.2
ENR00846,STU0178,CRS028,2022-01-25,Completed,2022-05-16,100,3.5
ENR00847,STU0178,CRS011,2024-05-29,Completed,2024-11-25,100,3.9
ENR00848,STU0178,CRS021,2024-07-18,Completed,2024-10-17,100,5.0
ENR00849,STU0178,CRS032,2024-06-28,In Progress,,14,
ENR00850,STU0178,CRS010,2022-06-19,Completed,2023-01-13,100,4.7
ENR00851,STU0178,CRS029,2022-09-18,In Progress,,34,
ENR00852,STU0179,CRS038,2023-12-02,In Progress,,9,
ENR00853,STU0179,CRS001,2024-10-23,In Progress,,42,
ENR00854,STU0179,CRS034,2024-03-18,In Progress,,87,
ENR00855,STU0179,CRS037,2024-07-08,Completed,2024-08-04,100,4.7
ENR00856,STU0180,CRS006,2023-08-01,In Progress,,84,
ENR00857,STU0181,CRS018,2022-06-03,In Progress,,82,
ENR00858,STU0181,CRS039,2023-01-18,In Progress,,95,
ENR00859,STU0181,CRS001,2024-04-21,In Progress,,48,
ENR00860,STU0181,CRS022,2023-06-22,Completed,2024-02-22,100,4.9
ENR00861,STU0181,CRS003,2021-09-26,Completed,2022-11-26,100,3.3
ENR00862,STU0181,CRS029,2022-11-01,In Progress,,83,
ENR00863,STU0181,CRS021,2021-11-29,Completed,2024-05-02,100,4.5
ENR00864,STU0181,CRS009,2024-08-14,Completed,2024-09-07,100,4.7
ENR00865,STU0182,CRS032,2023-07-05,In Progress,,54,
ENR00866,STU0182,CRS029,2024-11-16,In Progress,,47,
ENR00867,STU0182,CRS025,2023-04-12,In Progress,,54,
ENR00868,STU0182,CRS031,2022-11-14,In Progress,,59,
ENR00869,STU0183,CRS032,2024-02-27,In Progress,,10,
ENR00870,STU0183,CRS034,2024-03-08,Completed,2024-05-12,100,4.4
ENR00871,STU0183,CRS006,2024-01-15,In Progress,,37,
ENR00872,STU0184,CRS036,2022-05-23,In Progress,,65,
ENR00873,STU0185,CRS033,2023-11-28,Completed,2024-10-31,100,4.4
ENR00874,STU0185,CRS028,2023-08-02,Completed,2023-10-24,100,4.5
ENR00875,STU0186,CRS030,2023-09-24,In Progress,,5,
ENR00876,STU0186,CRS012,2024-05-21,In Progress,,38,
ENR00877,STU0187,CRS029,2022-07-16,In Progress,,2,
ENR00878,STU0187,CRS017,2021-12-22,Completed,2022-01-18,100,3.3
ENR00879,STU0187,CRS022,2024-08-14,In Progress,,51,
ENR00880,STU0187,CRS012,2024-09-02,Completed,2024-12-15,100,4.9
ENR00881,STU0187,CRS014,2023-12-19,In Progress,,88,
ENR00882,STU0187,CRS037,2024-02-27,In Progress,,11,
ENR00883,STU0187,CRS006,2022-08-24,Completed,2023-03-07,100,3.2
ENR00884,STU0187,CRS039,2022-01-12,In Progress,,24,
ENR00885,STU0188,CRS014,2024-10-14,In Progress,,83,
ENR00886,STU0189,CRS035,2024-03-09,Completed,2024-06-02,100,4.8
ENR00887,STU0189,CRS013,2024-07-16,In Progress,,57,
ENR00888,STU0189,CRS006,2023-03-07,Completed,2024-10-10,100,4.7
ENR00889,STU0189,CRS020,2022-02-08,Completed,2022-09-06,100,4.3
ENR00890,STU0189,CRS030,2024-02-25,In Progress,,94,
ENR00891,STU0189,CRS010,2024-12-05,In Progress,,4,
ENR00892,STU0189,CRS031,2024-01-23,In Progress,,75,
ENR00893,STU0190,CRS015,2023-10-06,In Progress,,14,
ENR00894,STU0190,CRS004,2024-11-30,In Progress,,44,
ENR00895,STU0190,CRS034,2023-11-14,Completed,2024-04-09,100,4.5
ENR00896,STU0190,CRS002,2023-05-09,In Progress,,64,
ENR00897,STU0190,CRS028,2024-09-19,In Progress,,43,
ENR00898,STU0190,CRS021,2024-01-19,Completed,2024-06-17,100,4.4
ENR00899,STU0190,CRS005,2023-10-05,In Progress,,86,
ENR00900,STU0190,CRS018,2024-01-27,In Progress,,20,
ENR00901,STU0191,CRS019,2023-04-19,Completed,2024-12-29,100,4.0
ENR00902,STU0191,CRS006,2024-03-12,Completed,2024-06-27,100,4.1
ENR00903,STU0191,CRS031,2023-10-26,In Progress,,45,
ENR00904,STU0191,CRS009,2023-04-20,In Progress,,64,
ENR00905,STU0192,CRS022,2023-10-19,In Progress,,15,
ENR00906,STU0192,CRS028,2024-02-09,In Progress,,43,
ENR00907,STU0193,CRS003,2021-09-12,In Progress,,56,
ENR00908,STU0193,CRS036,2022-01-14,In Progress,,78,
ENR00909,STU0193,CRS018,2021-12-26,In Progress,,5,
ENR00910,STU0193,CRS010,2022-01-02,Completed,2022-08-31,100,4.7
ENR00911,STU0193,CRS033,2022-04-18,In Progress,,90,
ENR00912,STU0193,CRS007,2024-04-02,In Progress,,12,
ENR00913,STU0194,CRS022,2024-10-06,In Progress,,31,
ENR00914,STU0194,CRS009,2023-07-26,Completed,2024-01-17,100,3.2
ENR00915,STU0194,CRS008,2024-08-12,In Progress,,46,
ENR00916,STU0194,CRS013,2023-01-13,In Progress,,67,
ENR00917,STU0194,CRS029,2024-10-25,Completed,2024-12-18,100,3.8
ENR00918,STU0194,CRS027,2023-11-23,In Progress,,66,
ENR00919,STU0195,CRS029,2024-04-24,In Progress,,91,
ENR00920,STU0196,CRS006,2024-02-10,In Progress,,21,
ENR00921,STU0196,CRS022,2024-04-11,Completed,2024-04-29,100,4.3
ENR00922,STU0197,CRS037,2023-10-03,In Progress,,87,
ENR00923,STU0197,CRS004,2023-10-12,In Progress,,40,
ENR00924,STU0197,CRS034,2022-12-13,In Progress,,67,
ENR00925,STU0198,CRS026,2024-12-27,In Progress,,79,
ENR00926,STU0198,CRS029,2024-06-06,In Progress,,83,
ENR00927,STU0198,CRS014,2024-01-07,In Progress,,10,
ENR00928,STU0199,CRS025,2022-11-06,In Progress,,39,
ENR00929,STU0199,CRS009,2023-07-17,In Progress,,20,
ENR00930,STU0199,CRS034,2022-08-31,In Progress,,69,
ENR00931,STU0199,CRS035,2023-04-24,Completed,2024-02-29,100,4.5
ENR00932,STU0199,CRS019,2022-11-24,In Progress,,47,
ENR00933,STU0199,CRS014,2024-05-06,In Progress,,15,
ENR00934,STU0200,CRS029,2024-07-03,In Progress,,58,
ENR00935,STU0200,CRS020,2022-08-14,In Progress,,74,
ENR00936,STU0201,CRS023,2023-07-24,In Progress,,66,
ENR00937,STU0201,CRS020,2023-06-18,Completed,2024-01-01,100,4.6
ENR00938,STU0201,CRS019,2024-06-10,Completed,2024-12-09,100,3.9
ENR00939,STU0201,CRS037,2023-05-25,Completed,2024-08-02,100,4.8
ENR00940,STU0202,CRS029,2024-10-31,In Progress,,66,
ENR00941,STU0202,CRS005,2024-08-21,In Progress,,81,
ENR00942,STU0202,CRS024,2024-11-19,In Progress,,62,
ENR00943,STU0202,CRS034,2024-06-30,Completed,2024-08-01,100,4.0
ENR00944,STU0203,CRS033,2023-10-17,In Progress,,4,
ENR00945,STU0203,CRS034,2023-08-21,In Progress,,47,
ENR00946,STU0203,CRS008,2023-07-13,In Progress,,52,
ENR00947,STU0204,CRS008,2024-09-18,Completed,2024-11-23,100,3.3
ENR00948,STU0204,CRS024,2024-02-26,Completed,2024-09-04,100,3.6
ENR00949,STU0205,CRS002,2023-11-21,In Progress,,62,
ENR00950,STU0205,CRS010,2023-05-20,Completed,2024-05-11,100,3.1
ENR00951,STU0205,CRS039,2023-07-02,In Progress,,73,
ENR00952,STU0205,CRS027,2024-03-30,In Progress,,43,
ENR00953,STU0205,CRS004,2024-06-07,In Progress,,92,
ENR00954,STU0205,CRS020,2023-09-30,In Progress,,64,
ENR00955,STU0205,CRS019,2024-08-31,In Progress,,85,
ENR00956,STU0205,CRS014,2024-08-19,Completed,2024-11-10,100,3.2
ENR00957,STU0206,CRS025,2023-07-27,In Progress,,21,
ENR00958,STU0206,CRS015,2023-09-29,In Progress,,15,
ENR00959,STU0206,CRS026,2022-06-28,Completed,2024-03-22,100,4.1
ENR00960,STU0206,CRS022,2024-12-08,Completed,2024-12-23,100,4.0
ENR00961,STU0206,CRS035,2022-09-08,In Progress,,68,
ENR00962,STU0206,CRS003,2022-02-12,Completed,2023-04-09,100,3.5
ENR00963,STU0206,CRS029,2024-07-02,Completed,2024-11-15,100,4.2
ENR00964,STU0207,CRS032,2021-11-25,Completed,2022-11-29,100,3.8
ENR00965,STU0208,CRS025,2024-03-10,Completed,2024-06-11,100,3.5
ENR00966,STU0208,CRS017,2024-03-02,Completed,2024-09-26,100,4.4
ENR00967,STU0208,CRS006,2024-10-24,In Progress,,23,
ENR00968,STU0208,CRS008,2024-12-14,Completed,2024-12-26,100,3.2
ENR00969,STU0208,CRS007,2024-07-13,In Progress,,33,
ENR00970,STU0208,CRS035,2024-02-14,Completed,2024-06-15,100,4.5
ENR00971,STU0209,CRS032,2023-05-17,Completed,2024-09-03,100,4.1
ENR00972,STU0209,CRS033,2024-07-30,Completed,2024-09-27,100,4.8
ENR00973,STU0209,CRS025,2023-05-17,In Progress,,75,
ENR00974,STU0209,CRS008,2023-03-31,In Progress,,83,
ENR00975,STU0210,CRS037,2022-05-21,In Progress,,18,
ENR00976,STU0210,CRS027,2024-04-10,In Progress,,31,
ENR00977,STU0210,CRS029,2023-08-15,In Progress,,71,
ENR00978,STU0210,CRS006,2021-06-24,Completed,2024-01-31,100,4.9
ENR00979,STU0210,CRS033,2022-11-13,In Progress,,21,
ENR00980,STU0211,CRS031,2023-05-13,In Progress,,87,
ENR00981,STU0212,CRS014,2024-08-31,In Progress,,8,
ENR00982,STU0212,CRS038,2023-10-03,Completed,2023-12-04,100,4.7
ENR00983,STU0212,CRS033,2024-01-09,In Progress,,26,
ENR00984,STU0212,CRS019,2024-05-03,In Progress,,40,
ENR00985,STU0212,CRS003,2024-07-09,Completed,2024-11-01,100,3.5
ENR00986,STU0212,CRS011,2024-02-09,Completed,2024-12-11,100,3.7
ENR00987,STU0213,CRS039,2023-12-01,Completed,2023-12-05,100,4.3
ENR00988,STU0214,CRS026,2024-02-05,In Progress,,48,
ENR00989,STU0214,CRS035,2024-02-16,Completed,2024-02-20,100,3.2
ENR00990,STU0214,CRS006,2024-03-12,In Progress,,56,
ENR00991,STU0214,CRS005,2022-03-04,Completed,2022-04-13,100,4.5
ENR00992,STU0214,CRS039,2024-02-15,Completed,2024-12-25,100,4.3
ENR00993,STU0214,CRS002,2023-05-11,Completed,2024-09-27,100,4.9
ENR00994,STU0214,CRS029,2022-04-29,Completed,2024-11-10,100,4.4
ENR00995,STU0214,CRS008,2023-04-17,Completed,2024-05-26,100,3.2
ENR00996,STU0215,CRS037,2023-08-17,In Progress,,72,
ENR00997,STU0215,CRS033,2024-12-19,In Progress,,72,
ENR00998,STU0215,CRS032,2023-07-29,Completed,2023-12-07,100,4.5
ENR00999,STU0215,CRS011,2023-06-10,Completed,2024-01-29,100,4.8
ENR01000,STU0215,CRS036,2023-11-07,Completed,2024-10-19,100,3.0
ENR01001,STU0216,CRS036,2023-09-17,In Progress,,52,
ENR01002,STU0216,CRS030,2022-08-01,In Progress,,59,
ENR01003,STU0216,CRS001,2023-12-05,In Progress,,5,
ENR01004,STU0216,CRS028,2022-03-01,Completed,2024-07-08,100,4.1
ENR01005,STU0216,CRS004,2021-12-05,Completed,2023-10-21,100,3.2
ENR01006,STU0217,CRS015,2024-12-26,In Progress,,9,
ENR01007,STU0218,CRS013,2023-05-26,In Progress,,12,
ENR01008,STU0218,CRS011,2024-07-26,In Progress,,3,
ENR01009,STU0218,CRS022,2024-12-23,In Progress,,32,
ENR01010,STU0218,CRS020,2023-07-11,In Progress,,43,
ENR01011,STU0219,CRS034,2024-09-21,Completed,2024-09-28,100,4.8
ENR01012,STU0219,CRS016,2023-12-24,In Progress,,88,
ENR01013,STU0219,CRS005,2023-06-17,Completed,2024-09-11,100,3.1
ENR01014,STU0219,CRS029,2024-11-09,In Progress,,13,
ENR01015,STU0219,CRS007,2024-09-01,Completed,2024-12-18,100,3.8
ENR01016,STU0219,CRS037,2024-10-31,In Progress,,29,
ENR01017,STU0220,CRS030,2023-12-22,In Progress,,54,
ENR01018,STU0221,CRS022,2024-04-28,In Progress,,75,
ENR01019,STU0221,CRS002,2022-11-10,Completed,2022-11-22,100,4.2
ENR01020,STU0222,CRS038,2024-12-21,In Progress,,81,
ENR01021,STU0222,CRS013,2023-02-26,Completed,2024-07-02,100,4.4
ENR01022,STU0223,CRS016,2022-11-09,Completed,2024-06-29,100,3.9
ENR01023,STU0223,CRS009,2023-07-24,In Progress,,69,
ENR01024,STU0223,CRS003,2023-02-06,In Progress,,77,
ENR01025,STU0224,CRS024,2021-09-03,Completed,2024-10-22,100,4.7
ENR01026,STU0224,CRS001,2023-09-20,Completed,2023-12-31,100,4.3
ENR01027,STU0224,CRS034,2022-06-25,In Progress,,43,
ENR01028,STU0224,CRS038,2022-05-31,In Progress,,88,
ENR01029,STU0224,CRS010,2023-12-22,In Progress,,42,
ENR01030,STU0225,CRS040,2024-11-10,In Progress,,5,
ENR01031,STU0225,CRS020,2024-07-13,In Progress,,81,
ENR01032,STU0225,CRS027,2024-07-18,In Progress,,27,
ENR01033,STU0225,CRS022,2024-11-24,In Progress,,42,
ENR01034,STU0225,CRS011,2024-07-06,In Progress,,0,
ENR01035,STU0225,CRS007,2024-03-28,Completed,2024-04-12,100,4.1
ENR01036,STU0226,CRS029,2024-06-20,Completed,2024-08-31,100,3.3
ENR01037,STU0226,CRS013,2024-12-14,Completed,2024-12-31,100,3.5
ENR01038,STU0226,CRS038,2024-06-18,Completed,2024-08-24,100,4.8
ENR01039,STU0226,CRS024,2024-12-03,Completed,2024-12-23,100,4.6
ENR01040,STU0226,CRS003,2024-09-07,In Progress,,39,
ENR01041,STU0227,CRS024,2023-11-30,In Progress,,8,
ENR01042,STU0227,CRS011,2022-02-22,Completed,2022-11-16,100,4.6
ENR01043,STU0227,CRS034,2022-07-22,In Progress,,88,
ENR01044,STU0227,CRS040,2023-07-31,Completed,2024-10-12,100,5.0
ENR01045,STU0228,CRS003,2024-08-06,Completed,2024-09-13,100,3.7
ENR01046,STU0228,CRS040,2023-12-03,In Progress,,35,
ENR01047,STU0228,CRS038,2024-01-09,In Progress,,74,
ENR01048,STU0228,CRS013,2024-07-13,Completed,2024-08-02,100,4.6
ENR01049,STU0229,CRS011,2024-03-06,In Progress,,82,
ENR01050,STU0229,CRS033,2024-02-28,In Progress,,59,
ENR01051,STU0230,CRS024,2024-05-08,In Progress,,74,
ENR01052,STU0230,CRS034,2022-04-03,Completed,2022-10-27,100,3.9
ENR01053,STU0230,CRS031,2023-04-24,Completed,2024-07-02,100,4.8
ENR01054,STU0230,CRS032,2021-12-21,In Progress,,47,
ENR01055,STU0230,CRS038,2024-03-06,Completed,2024-04-18,100,3.6
ENR01056,STU0230,CRS018,2023-01-24,Completed,2023-03-07,100,3.9
ENR01057,STU0231,CRS028,2024-05-15,Completed,2024-08-20,100,3.0
ENR01058,STU0231,CRS029,2024-01-22,Completed,2024-12-17,100,3.2
ENR01059,STU0231,CRS030,2022-01-16,Completed,2024-11-08,100,4.0
ENR01060,STU0231,CRS040,2022-01-08,In Progress,,29,
ENR01061,STU0231,CRS027,2022-02-18,Completed,2024-02-25,100,3.1
ENR01062,STU0231,CRS024,2022-09-15,Completed,2024-08-06,100,3.7
ENR01063,STU0232,CRS018,2023-06-12,Completed,2024-04-13,100,3.6
ENR01064,STU0232,CRS013,2024-03-31,In Progress,,74,
ENR01065,STU0232,CRS039,2024-08-17,In Progress,,19,
ENR01066,STU0232,CRS009,2023-04-05,Completed,2023-11-05,100,3.9
ENR01067,STU0232,CRS035,2024-08-10,In Progress,,59,
ENR01068,STU0233,CRS021,2024-10-08,In Progress,,89,
ENR01069,STU0233,CRS013,2024-02-26,In Progress,,71,
ENR01070,STU0234,CRS009,2024-02-09,Completed,2024-09-10,100,3.9
ENR01071,STU0234,CRS037,2023-10-19,Completed,2023-10-30,100,4.1
ENR01072,STU0234,CRS040,2022-11-24,Completed,2023-10-28,100,4.1
ENR01073,STU0234,CRS020,2024-04-23,In Progress,,26,
ENR01074,STU0234,CRS001,2022-06-23,In Progress,,24,
ENR01075,STU0234,CRS032,2022-09-23,Completed,2023-12-29,100,4.3
ENR01076,STU0235,CRS011,2024-12-28,In Progress,,4,
ENR01077,STU0235,CRS007,2024-11-21,In Progress,,23,
ENR01078,STU0236,CRS005,2023-05-19,Completed,2024-11-05,100,3.1
ENR01079,STU0236,CRS025,2022-05-24,Completed,2022-06-04,100,3.3
ENR01080,STU0236,CRS019,2024-05-17,Completed,2024-06-14,100,3.3
ENR01081,STU0236,CRS014,2024-06-01,In Progress,,8,
ENR01082,STU0237,CRS014,2024-03-23,In Progress,,39,
ENR01083,STU0237,CRS009,2023-02-06,In Progress,,87,
ENR01084,STU0237,CRS040,2023-04-22,Completed,2023-09-15,100,3.9
ENR01085,STU0237,CRS020,2024-03-24,In Progress,,67,
ENR01086,STU0237,CRS028,2024-02-16,In Progress,,58,
ENR01087,STU0237,CRS031,2024-02-23,Completed,2024-04-09,100,3.6
ENR01088,STU0237,CRS011,2023-07-04,In Progress,,91,
ENR01089,STU0238,CRS040,2024-07-17,In Progress,,23,
ENR01090,STU0238,CRS012,2023-09-25,Completed,2023-10-17,100,3.5
ENR01091,STU0238,CRS027,2024-03-26,In Progress,,68,
ENR01092,STU0238,CRS016,2023-08-27,In Progress,,92,
ENR01093,STU0238,CRS039,2024-11-06,In Progress,,70,
ENR01094,STU0238,CRS028,2024-07-01,Completed,2024-07-27,100,4.0
ENR01095,STU0238,CRS030,2024-08-12,In Progress,,32,
ENR01096,STU0239,CRS030,2023-10-29,Completed,2024-10-18,100,4.4
ENR01097,STU0240,CRS022,2023-09-14,In Progress,,17,
ENR01098,STU0240,CRS026,2024-09-06,In Progress,,8,
ENR01099,STU0240,CRS013,2024-12-01,In Progress,,91,
ENR01100,STU0240,CRS039,2023-10-10,In Progress,,35,
ENR01101,STU0240,CRS003,2023-11-10,In Progress,,77,
ENR01102,STU0240,CRS001,2023-11-17,Completed,2024-08-16,100,4.5
ENR01103,STU0240,CRS017,2023-08-07,In Progress,,1,
ENR01104,STU0241,CRS029,2023-05-29,In Progress,,86,
ENR01105,STU0241,CRS023,2023-05-29,In Progress,,6,
ENR01106,STU0241,CRS012,2024-08-06,In Progress,,84,
ENR01107,STU0242,CRS020,2023-06-02,Completed,2024-02-01,100,3.4
ENR01108,STU0242,CRS029,2023-11-25,Completed,2023-12-02,100,3.7
ENR01109,STU0242,CRS004,2024-08-16,In Progress,,28,
ENR01110,STU0242,CRS001,2024-12-14,In Progress,,85,
ENR01111,STU0242,CRS038,2024-09-30,Completed,2024-11-22,100,4.0
ENR01112,STU0242,CRS025,2023-08-16,In Progress,,24,
ENR01113,STU0242,CRS013,2023-04-20,In Progress,,50,
ENR01114,STU0243,CRS015,2023-10-15,Completed,2024-01-11,100,3.0
ENR01115,STU0243,CRS014,2024-05-17,Completed,2024-07-10,100,3.9
ENR01116,STU0244,CRS018,2024-01-05,Completed,2024-04-25,100,3.8
ENR01117,STU0244,CRS040,2024-08-28,In Progress,,13,
ENR01118,STU0245,CRS017,2024-03-09,In Progress,,89,
ENR01119,STU0245,CRS007,2023-08-26,Completed,2024-07-16,100,4.5
ENR01120,STU0245,CRS039,2024-08-17,Completed,2024-08-21,100,4.2
ENR01121,STU0246,CRS025,2024-08-16,Completed,2024-12-03,100,4.5
ENR01122,STU0246,CRS033,2024-06-18,Completed,2024-09-21,100,4.0
ENR01123,STU0246,CRS015,2024-07-06,Completed,2024-12-17,100,3.1
ENR01124,STU0246,CRS039,2024-09-19,In Progress,,42,
ENR01125,STU0246,CRS001,2024-08-08,Completed,2024-08-18,100,4.0
ENR01126,STU0246,CRS038,2024-11-10,In Progress,,3,
ENR01127,STU0246,CRS002,2024-12-31,In Progress,,43,
ENR01128,STU0246,CRS008,2024-07-20,In Progress,,85,
ENR01129,STU0247,CRS039,2023-07-27,In Progress,,0,
ENR01130,STU0247,CRS025,2023-03-28,In Progress,,8,
ENR01131,STU0247,CRS034,2023-08-06,Completed,2023-12-28,100,4.9
ENR01132,STU0247,CRS021,2023-05-29,Completed,2024-12-11,100,4.7
ENR01133,STU0248,CRS016,2024-05-22,Completed,2024-11-22,100,3.4
ENR01134,STU0248,CRS033,2024-04-08,Completed,2024-08-13,100,3.6
ENR01135,STU0248,CRS006,2024-09-11,In Progress,,81,
ENR01136,STU0248,CRS028,2023-08-24,Completed,2024-09-27,100,4.0
ENR01137,STU0249,CRS026,2024-09-04,In Progress,,55,
ENR01138,STU0249,CRS025,2024-08-23,Completed,2024-11-28,100,3.9
ENR01139,STU0249,CRS011,2024-05-22,In Progress,,19,
ENR01140,STU0249,CRS031,2024-12-27,Completed,2024-12-30,100,3.9
ENR01141,STU0249,CRS029,2024-05-14,Completed,2024-10-16,100,4.0
ENR01142,STU0249,CRS028,2024-02-28,In Progress,,25,
ENR01143,STU0250,CRS001,2023-07-15,In Progress,,50,
ENR01144,STU0250,CRS033,2023-06-24,In Progress,,82,
ENR01145,STU0250,CRS024,2022-08-07,In Progress,,4,
ENR01146,STU0250,CRS032,2023-06-25,In Progress,,20,
ENR01147,STU0251,CRS017,2024-05-11,In Progress,,31,
ENR01148,STU0251,CRS023,2023-04-08,In Progress,,46,
ENR01149,STU0251,CRS033,2024-12-23,Completed,2024-12-30,100,4.9
ENR01150,STU0251,CRS032,2023-11-19,Completed,2024-09-10,100,4.9
ENR01151,STU0251,CRS024,2023-03-16,Completed,2023-06-18,100,4.3
ENR01152,STU0251,CRS004,2024-04-14,In Progress,,10,
ENR01153,STU0251,CRS025,2023-09-13,In Progress,,21,
ENR01154,STU0252,CRS020,2023-06-19,In Progress,,93,
ENR01155,STU0252,CRS033,2022-11-07,Completed,2024-06-15,100,4.6
ENR01156,STU0252,CRS035,2023-07-26,In Progress,,34,
ENR01157,STU0252,CRS025,2024-09-12,Completed,2024-12-16,100,3.8
ENR01158,STU0252,CRS038,2023-06-19,Completed,2023-12-08,100,4.6
ENR01159,STU0253,CRS007,2021-10-22,In Progress,,53,
ENR01160,STU0254,CRS019,2023-05-07,In Progress,,64,
ENR01161,STU0254,CRS028,2024-01-21,In Progress,,27,
ENR01162,STU0254,CRS011,2023-05-10,Completed,2023-11-13,100,4.6
ENR01163,STU0254,CRS012,2023-07-09,In Progress,,52,
ENR01164,STU0254,CRS024,2024-07-19,In Progress,,13,
ENR01165,STU0254,CRS037,2023-01-06,Completed,2024-01-27,100,3.2
ENR01166,STU0254,CRS009,2023-10-02,Completed,2024-01-30,100,4.0
ENR01167,STU0255,CRS004,2023-05-17,In Progress,,0,
ENR01168,STU0256,CRS007,2022-12-18,In Progress,,0,
ENR01169,STU0257,CRS039,2024-09-06,Completed,2024-12-28,100,3.7
ENR01170,STU0257,CRS034,2024-07-18,In Progress,,85,
ENR01171,STU0257,CRS018,2024-09-27,In Progress,,45,
ENR01172,STU0257,CRS032,2024-05-08,Completed,2024-12-16,100,4.4
ENR01173,STU0257,CRS031,2024-03-31,In Progress,,67,
ENR01174,STU0257,CRS022,2024-07-23,Completed,2024-12-28,100,4.4
ENR01175,STU0257,CRS028,2024-12-06,In Progress,,24,
ENR01176,STU0258,CRS002,2024-11-19,In Progress,,94,
ENR01177,STU0258,CRS024,2021-12-09,Completed,2024-08-10,100,5.0
ENR01178,STU0258,CRS003,2023-08-23,Completed,2023-11-30,100,4.4
ENR01179,STU0258,CRS021,2024-09-09,In Progress,,91,
ENR01180,STU0258,CRS029,2021-08-30,Completed,2022-02-24,100,3.6
ENR01181,STU0258,CRS015,2024-02-07,Completed,2024-09-22,100,4.9
ENR01182,STU0259,CRS016,2023-11-01,In Progress,,91,
ENR01183,STU0259,CRS014,2023-11-29,In Progress,,41,
ENR01184,STU0259,CRS011,2024-10-04,Completed,2024-11-05,100,4.3
ENR01185,STU0259,CRS006,2024-08-13,Completed,2024-12-27,100,4.3
ENR01186,STU0260,CRS022,2024-12-06,In Progress,,76,
